id,name,price,rating,review_count,source,url,image,reviews_url
az_4754362843028824870,"Zeno100 (3+5GB RAM, 64GB ROM) | 5000mAh Battery with Type-C | 90Hz Display | Side Fingerprint | Mili",7799,3.5,,Amazon,https://www.amazon.in/Zeno100-Fingerprint-Protection-Octa-Core-Processor/dp/B0GGYVM8B9,https://m.media-amazon.com/images/I/61Rcbpgu5xL._AC_UY218_.jpg,https://www.amazon.in/product-reviews/B0GGYVM8B9?sortBy=recent
az_3053008751541299092,"Samsung Galaxy M17 5G Mobile (Sapphire Black, 6GB RAM, 128GB Storage) | 50MP OIS Triple Camera | Gor",16499,4.1,,Amazon,https://www.amazon.in/dp/B0FN7WCV5Y,https://m.media-amazon.com/images/I/714QJQZszoL._AC_UY218_.jpg,https://www.amazon.in/product-reviews/B0FN7WCV5Y?sortBy=recent
az_7314566600817064890,"realme NARZO 80 Pro 5G (Nitro Orange,8GB+256GB) | Segment's 1st MediaTek Dimensity 7400 Chipset | 60",20999,4.3,,Amazon,https://www.amazon.in/dp/B0F1DDJTSJ,https://m.media-amazon.com/images/I/71ZLe2G7GjL._AC_UY218_.jpg,https://www.amazon.in/product-reviews/B0F1DDJTSJ?sortBy=recent
az_851719846846772180,"Samsung Galaxy M56 5G Mobile (Light Green,8GB RAM,128GB Storage)| Segment's Slimmest|Gorilla Glass V",23499,4.3,,Amazon,https://www.amazon.in/dp/B0F43VZ4H1,https://m.media-amazon.com/images/I/71hN1gfzDcL._AC_UY218_.jpg,https://www.amazon.in/product-reviews/B0F43VZ4H1?sortBy=recent
az_479356513145713845,"vivo T5X 5G (Cyber Green, 8GB RAM, 128GB Storage) | 7200mAh Battery | 50MP Dual Camera | 32MP Selfie",24444,4.3,,Amazon,https://www.amazon.in/dp/B0GTTX8WG4,https://m.media-amazon.com/images/I/71uPWQoOysL._AC_UY218_.jpg,https://www.amazon.in/product-reviews/B0GTTX8WG4?sortBy=recent
az_2732035185823379297,"iQOO Z10R 5G (Aquamarine, 8GB RAM, 256GB Storage) | 32MP 4K Selfie Camera | Quad-Curved AMOLED Displ",24999,4.4,,Amazon,https://www.amazon.in/dp/B0FHB4F4TN,https://m.media-amazon.com/images/I/61WM6IDaBPL._AC_UY218_.jpg,https://www.amazon.in/product-reviews/B0FHB4F4TN?sortBy=recent
az_312481203042964812,"VIVO T4R 5G, Twilight Blue (8GB, 256GB)",24999,4.4,,Amazon,https://www.amazon.in/dp/B0FPGR6SJ5,https://m.media-amazon.com/images/I/416RguLw9hL._AC_UY218_.jpg,https://www.amazon.in/product-reviews/B0FPGR6SJ5?sortBy=recent
az_8266480308484966185,"REDMI Note 15 5G (Mist Purple, 8GB RAM 128GB Storage) | 108MP OIS Camera | Snapdragon 6 Gen 3 | 17.2",24999,4.2,,Amazon,https://www.amazon.in/dp/B0G5G8ZV1G,https://m.media-amazon.com/images/I/81Q6abCDLfL._AC_UY218_.jpg,https://www.amazon.in/product-reviews/B0G5G8ZV1G?sortBy=recent
az_5666539925205049043,"REDMI Note 15 5G (Glacier Blue, 8GB RAM 128GB Storage) | 108MP OIS Camera | Snapdragon 6 Gen 3 | 17.",24999,4.2,,Amazon,https://www.amazon.in/Glacier-Snapdragon-Segments-Slimmest-Charging/dp/B0G5G7LCJQ,https://m.media-amazon.com/images/I/81SxS-bDvVL._AC_UY218_.jpg,https://www.amazon.in/product-reviews/B0G5G7LCJQ?sortBy=recent
